0.280	2.700	-3.400
0.390	2.020	-3.844
0.470	2.420	-3.871
0.546	3.185	-3.705
0.623	3.128	-3.703
0.698	4.318	-3.599
0.766	5.114	-3.168
0.819	5.196	-2.828
0.865	6.340	-2.648
0.900	8.541	-2.370
0.925	11.209	-2.174
0.942	14.120	-2.034
0.955	17.457	-1.819
0.964	21.079	-1.543
0.972	24.846	-1.240
0.978	27.163	-0.945
0.983	26.473	-0.684
0.990	22.784	-0.423
1.001	16.017	-0.086
1.023	11.909	0.095
1.051	10.019	0.214
1.083	8.649	0.440
1.116	7.826	0.762
1.149	7.031	0.954
1.179	6.371	1.026
1.205	6.421	1.200
1.227	6.851	1.375
1.245	7.104	1.384
1.261	7.023	1.366
1.276	6.627	1.510
1.289	6.205	1.720
1.302	6.133	1.810
1.314	6.439	1.751
1.326	6.775	1.692
1.338	6.943	1.720
1.351	7.002	1.804
1.363	7.080	1.907
1.375	7.447	1.994
1.387	8.273	2.045
1.399	9.083	2.087
1.411	9.309	2.161
1.424	9.137	2.268
1.437	9.103	2.398
1.450	9.150	2.546
1.465	8.780	2.721
1.484	7.634	2.971
1.511	5.402	3.461
1.554	2.412	4.264
1.613	2.216	4.601
1.823	3.291	7.256
