0.280	2.700	-3.400
0.376	2.052	-3.805
0.444	2.166	-3.902
0.507	2.867	-3.784
0.570	3.205	-3.688
0.634	3.177	-3.704
0.696	4.287	-3.604
0.754	5.106	-3.261
0.800	5.093	-2.918
0.843	5.580	-2.748
0.877	6.921	-2.570
0.904	8.891	-2.335
0.924	11.120	-2.178
0.939	13.492	-2.067
0.951	16.179	-1.908
0.959	19.057	-1.700
0.967	22.150	-1.459
0.972	25.233	-1.205
0.978	27.112	-0.959
0.982	26.904	-0.739
0.987	24.605	-0.531
0.994	19.937	-0.277
1.006	14.400	-0.011
1.025	11.703	0.104
1.049	10.134	0.203
1.075	8.918	0.373
1.102	8.123	0.633
1.130	7.513	0.872
1.157	6.817	0.972
1.181	6.344	1.036
1.203	6.390	1.181
1.221	6.745	1.344
1.238	7.037	1.399
1.252	7.113	1.365
1.265	6.954	1.383
1.277	6.594	1.524
1.288	6.239	1.701
1.298	6.102	1.806
1.309	6.278	1.786
1.319	6.588	1.719
1.329	6.827	1.692
1.339	6.948	1.724
1.349	6.997	1.793
1.359	7.041	1.878
1.369	7.223	1.958
1.380	7.716	2.017
1.390	8.459	2.053
1.400	9.103	2.089
1.410	9.315	2.149
1.420	9.197	2.233
1.430	9.085	2.335
1.441	9.133	2.449
1.453	9.131	2.574
1.466	8.767	2.724
1.481	7.865	2.924
1.501	6.275	3.258
1.531	3.793	3.869
1.572	1.919	4.448
1.624	2.470	4.631
1.823	3.291	7.256
