0.280	2.700	-3.400
0.383	2.035	-3.824
0.455	2.266	-3.893
0.525	3.046	-3.743
0.594	3.145	-3.692
0.663	3.553	-3.685
0.730	4.933	-3.438
0.784	5.093	-3.026
0.832	5.366	-2.783
0.872	6.648	-2.607
0.902	8.733	-2.350
0.925	11.162	-2.176
0.941	13.770	-2.053
0.953	16.762	-1.868
0.962	19.955	-1.631
0.969	23.393	-1.361
0.975	26.349	-1.086
0.980	27.275	-0.831
0.985	25.588	-0.602
0.992	21.309	-0.346
1.004	15.100	-0.043
1.024	11.797	0.100
1.050	10.084	0.207
1.078	8.791	0.402
1.108	7.988	0.692
1.139	7.300	0.919
1.167	6.572	0.994
1.192	6.298	1.095
1.214	6.596	1.287
1.233	6.964	1.397
1.249	7.116	1.373
1.263	6.988	1.374
1.276	6.610	1.517
1.288	6.223	1.710
1.300	6.112	1.809
1.311	6.349	1.770
1.322	6.680	1.703
1.333	6.891	1.699
1.344	6.979	1.756
1.355	7.017	1.844
1.366	7.145	1.936
1.377	7.585	2.008
1.388	8.376	2.049
1.399	9.094	2.088
1.411	9.314	2.154
1.422	9.168	2.249
1.433	9.088	2.363
1.445	9.152	2.492
1.458	9.030	2.637
1.473	8.356	2.822
1.492	6.963	3.108
1.521	4.542	3.674
1.564	2.084	4.376
1.619	2.352	4.616
1.823	3.291	7.256
