0.280	2.700	-3.400
0.394	2.016	-3.853
0.476	2.495	-3.858
0.556	3.211	-3.695
0.635	3.186	-3.704
0.714	4.656	-3.532
0.779	5.099	-3.060
0.834	5.400	-2.776
0.878	6.996	-2.560
0.911	9.543	-2.278
0.933	12.395	-2.120
0.949	15.637	-1.944
0.960	19.250	-1.685
0.969	23.171	-1.379
0.976	26.520	-1.063
0.982	27.098	-0.774
0.987	24.303	-0.512
0.997	17.952	-0.179
1.017	12.450	0.074
1.045	10.359	0.184
1.078	8.813	0.397
1.113	7.899	0.731
1.147	7.088	0.948
1.178	6.379	1.024
1.205	6.428	1.204
1.228	6.876	1.381
1.247	7.112	1.378
1.264	6.981	1.376
1.278	6.538	1.550
1.292	6.144	1.758
1.305	6.193	1.802
1.318	6.560	1.725
1.331	6.855	1.693
1.343	6.975	1.750
1.356	7.019	1.850
1.369	7.204	1.953
1.381	7.847	2.025
1.394	8.782	2.067
1.407	9.301	2.127
1.419	9.205	2.228
1.433	9.086	2.357
1.447	9.155	2.506
1.462	8.918	2.679
1.480	7.891	2.919
1.507	5.763	3.375
1.550	2.610	4.202
1.610	2.157	4.594
1.823	3.291	7.256
