0.280	2.700	-3.400
0.387	2.026	-3.835
0.464	2.353	-3.881
0.537	3.139	-3.719
0.611	3.116	-3.699
0.683	3.981	-3.645
0.751	5.098	-3.285
0.805	5.105	-2.892
0.852	5.849	-2.711
0.889	7.696	-2.467
0.916	10.164	-2.232
0.936	12.817	-2.101
0.949	15.846	-1.930
0.960	19.176	-1.691
0.968	22.772	-1.410
0.974	26.088	-1.117
0.980	27.294	-0.845
0.985	25.588	-0.602
0.992	20.950	-0.327
1.006	14.485	-0.015
1.028	11.483	0.114
1.056	9.734	0.244
1.087	8.508	0.484
1.119	7.759	0.789
1.151	6.979	0.959
1.179	6.365	1.028
1.204	6.413	1.195
1.225	6.826	1.368
1.243	7.094	1.388
1.259	7.055	1.361
1.273	6.711	1.473
1.286	6.279	1.679
1.299	6.103	1.806
1.311	6.331	1.775
1.322	6.680	1.703
1.334	6.899	1.701
1.346	6.985	1.765
1.357	7.026	1.860
1.369	7.210	1.955
1.381	7.797	2.022
1.392	8.660	2.061
1.404	9.255	2.110
1.416	9.265	2.195
1.428	9.095	2.307
1.440	9.126	2.438
1.453	9.123	2.582
1.469	8.619	2.762
1.487	7.363	3.025
1.515	5.041	3.549
1.558	2.254	4.316
1.615	2.269	4.606
1.823	3.291	7.256
